,Const. No.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency
1968,90,ANAGANI SATYA PRASAD,Telugu Desam,108462,2667,111129,58.85,Repalle
1969,90,EVURU GANESH,Yuvajana Sramika Rythu Congress Party,70263,919,71182,37.7,Repalle
1970,90,DOKKA SRINIVISA RAO,Bahujan Samaj Party,720,10,730,0.39,Repalle
1971,90,MOPIDEVI SRINIVASA RAO,Indian National Congress,2772,69,2841,1.5,Repalle
1972,90,ANGIREKULA ADI NARAYANA,Bharatha Chaitanya Yuvajana Party,136,6,142,0.08,Repalle
1973,90,ANDRAJU RAMARAJU,Jai Bharat National Party,75,4,79,0.04,Repalle
1974,90,DOVA RAMESH RAMJI,Jaibhim Rao Bharat Party,130,2,132,0.07,Repalle
1975,90,MERUGUPALA SADASIVA RAO,India Praja Bandhu Party,89,2,91,0.05,Repalle
1976,90,YADLA GOPIRAJU,Jatiya Jana Sena Party,59,2,61,0.03,Repalle
1977,90,SUBBARAO BELLAMKONDA,Pyramid Party of India,68,1,69,0.04,Repalle
1978,90,HASEENA SHAIK,Indian Union Muslim League,67,1,68,0.04,Repalle
1979,90,KOKKILIGADDA RAMBABU,Independent,72,0,72,0.04,Repalle
1980,90,BODDU NAGESWARARAO,Independent,98,1,99,0.05,Repalle
1981,90,MAHAMMAD KHASEEM,Independent,245,1,246,0.13,Repalle
1982,90,NOTA,None of the Above,1876,15,1891,1.0,Repalle
1983,13,GUMMIDI SANDHYARANI,Telugu Desam,78872,1339,80211,50.65,Salur
1984,13,MUVVALA GNANAPRAKASAM,Bahujan Samaj Party,1368,4,1372,0.87,Salur
1985,13,MUVVALA PUSPHARAO,Indian National Congress,2225,14,2239,1.41,Salur
1986,13,RAJANNA DORA PEEDIKA,Yuvajana Sramika Rythu Congress Party,65814,664,66478,41.98,Salur
1987,13,PUSURU SAI,Samajwadi Party,748,1,749,0.47,Salur
1988,13,KANCHURI BANGARU RAJU,Independent,685,1,686,0.43,Salur
1989,13,KELLA MURALI,Independent,877,0,877,0.55,Salur
1990,13,NOTA,None of the Above,5735,8,5743,3.63,Salur
1991,107,KAILA VENKATARAO,Bahujan Samaj Party,3223,7,3230,1.7,Santhanuthalapadu (SC)
1992,107,NAGARJUNA MERUGU,Yuvajana Sramika Rythu Congress Party,74652,720,75372,39.69,Santhanuthalapadu (SC)
1993,107,PALAPARTHI VIJESH RAJ,Indian National Congress,2693,22,2715,1.43,Santhanuthalapadu (SC)
1994,107,VIJAY KUMAR B.N,Telugu Desam,104326,1431,105757,55.69,Santhanuthalapadu (SC)
1995,107,ESTHARLA SANKARAIAH,Liberation Congress Party,243,1,244,0.13,Santhanuthalapadu (SC)
1996,107,KATUKURI DAVID,Jaibhim Rao Bharat Party,110,1,111,0.06,Santhanuthalapadu (SC)
1997,107,CHAVABATHINA RAMBABU,Radical Party of India (Ambedkarist),60,0,60,0.03,Santhanuthalapadu (SC)
1998,107,TALLURI NAGARAJU,Pyramid Party of India,64,0,64,0.03,Santhanuthalapadu (SC)
1999,107,PANTHAGANI VIJAYABABU,Jatiya Jana Sena Party,79,1,80,0.04,Santhanuthalapadu (SC)
2000,107,KATTI RATNAKUMARI,Independent,51,0,51,0.03,Santhanuthalapadu (SC)
2001,107,KOTI RAVIKUMAR,Independent,54,1,55,0.03,Santhanuthalapadu (SC)
2002,107,GATTUPALLI GOPALA RAO,Independent,138,2,140,0.07,Santhanuthalapadu (SC)
2003,107,MANDA SARATH BABU,Independent,131,1,132,0.07,Santhanuthalapadu (SC)
2004,107,VADDIMUKKALA RAVEENDRABABU,Independent,180,0,180,0.09,Santhanuthalapadu (SC)
2005,107,NOTA,None of the Above,1710,15,1725,0.91,Santhanuthalapadu (SC)
2006,119,KAKANI GOVARDHAN REDDY,Yuvajana Sramika Rythu Congress Party,86249,741,86990,44.45,Sarvepalli
2007,119,CHANDRA MOHAN REDDY SOMIREDDY,Telugu Desam,102243,1035,103278,52.77,Sarvepalli
2008,119,CHANDRASEKHAR POOLA,Indian National Congress,1570,7,1577,0.81,Sarvepalli
2009,119,JANAKI PRASAD,Bahujan Samaj Party,565,9,574,0.29,Sarvepalli
2010,119,KURAPATI VIJAYA BABU,Young Senior Rich Common People Kings Party,148,0,148,0.08,Sarvepalli
2011,119,NAKKA MANOHAR,Jatiya Jana Sena Party,80,0,80,0.04,Sarvepalli
2012,119,PINISETTY SRIHARI,Pyramid Party of India,153,0,153,0.08,Sarvepalli
2013,119,KADIVETI VENKAIAH,Independent,55,0,55,0.03,Sarvepalli
2014,119,KOSURU NARAYANA,Independent,120,2,122,0.06,Sarvepalli
2015,119,GOLLAMURI RAVI,Independent,76,2,78,0.04,Sarvepalli
2016,119,TATIPARTHI VENU,Independent,66,0,66,0.03,Sarvepalli
2017,119,BHASKAR THIGALA,Independent,93,0,93,0.05,Sarvepalli
2018,119,MANNEM PEDDA PUTTAIAH,Independent,443,2,445,0.23,Sarvepalli
2019,119,NOTA,None of the Above,2052,5,2057,1.05,Sarvepalli
2020,98,AMBATI RAMBABU,Yuvajana Sramika Rythu Congress Party,89400,729,90129,42.4,Sattenapalle
2021,98,KANNA LAKSHMINARAYANA,Telugu Desam,116798,1167,117965,55.5,Sattenapalle
2022,98,CHUKKA CHANDRA PAUL,Indian National Congress,1548,32,1580,0.74,Sattenapalle
2023,98,PERUPOGU NAVEEN BABU,Bahujan Samaj Party,641,6,647,0.3,Sattenapalle
2024,98,GODA VENKATA RAMANA,Jatiya Jana Sena Party,117,2,119,0.06,Sattenapalle
2025,98,JONNALAGADDA VIJAY KUMAR,Jaibhim Rao Bharat Party,164,6,170,0.08,Sattenapalle
2026,98,YAMMOJI HANUMANTHA RAO,Yuga Thulasi Party,106,1,107,0.05,Sattenapalle
2027,98,RANGISETTI NAGESWARA RAO,Pyramid Party of India,84,0,84,0.04,Sattenapalle
2028,98,SHEK DARIYAVALI,Jai Bharat National Party,45,2,47,0.02,Sattenapalle
2029,98,GADDAM RAMBABU,Independent,61,2,63,0.03,Sattenapalle
2030,98,P. GOVINDA RAMESH BABU,Independent,28,0,28,0.01,Sattenapalle
2031,98,JAKRIYA KANDUKURI,Independent,212,1,213,0.1,Sattenapalle
2032,98,PADI MANIKANTA,Independent,108,0,108,0.05,Sattenapalle
2033,98,MEKALA VENUMADHAVA REDDY,Independent,78,0,78,0.04,Sattenapalle
2034,98,MEKALA SUBBARAO,Independent,90,0,90,0.04,Sattenapalle
2035,98,NOTA,None of the Above,1126,14,1140,0.54,Sattenapalle
2036,169,KONETI ADIMULAM,Telugu Desam,84626,845,85471,46.32,Satyavedu
2037,169,NUKATHOTI RAJESH,Yuvajana Sramika Rythu Congress Party,81311,421,81732,44.29,Satyavedu
2038,169,BALAGURAVAM BABU,Indian National Congress,5424,20,5444,2.95,Satyavedu
2039,169,C. SUPRIYA,Bahujan Samaj Party,924,10,934,0.51,Satyavedu
2040,169,V. KIRAN,Jai Bharat National Party,220,0,220,0.12,Satyavedu
2041,169,VIJAY KUMAR G.SRKR,Liberation Congress Party,385,7,392,0.21,Satyavedu
2042,169,C KIRAN KUMAR,Independent,108,0,108,0.06,Satyavedu
2043,169,KOGILA VENKATACHALAM,Independent,138,0,138,0.07,Satyavedu
2044,169,KOLLA VIJAYA KUMAR,Independent,183,1,184,0.1,Satyavedu
2045,169,N. CHENGAIAH,Independent,139,1,140,0.08,Satyavedu
2046,169,YATHATI RAMESH BABU,Independent,3456,30,3486,1.89,Satyavedu
2047,169,KOMMALA RAGHAVAIAH,Independent,158,0,158,0.09,Satyavedu
2048,169,JADDA RAJA SEKHAR,Independent,2627,24,2651,1.44,Satyavedu
2049,169,VETTI VENKATESH,Independent,265,0,265,0.14,Satyavedu
2050,169,VEMPALLA KRISHNA RAO,Independent,433,2,435,0.24,Satyavedu
2051,169,NOTA,None of the Above,2753,11,2764,1.5,Satyavedu
2052,152,KUNDANAM GOWTHAMI,Bahujan Samaj Party,3890,6,3896,1.87,Singanamala (SC)
2053,152,BANDARU SRAVANI SREE,Telugu Desam,101779,1178,102957,49.44,Singanamala (SC)
2054,152,M.VEERANJANEYULU,Yuvajana Sramika Rythu Congress Party,93551,618,94169,45.22,Singanamala (SC)
2055,152,DR. SAKE SAILAJANATH,Indian National Congress,3426,43,3469,1.67,Singanamala (SC)
2056,152,KAPPALA NAGARAJU,All India Kisan Janatha party,225,2,227,0.11,Singanamala (SC)
2057,152,G. RAMANJINEYULU,Jaibhim Rao Bharat Party,167,1,168,0.08,Singanamala (SC)
2058,152,VENKATA SUBBANNA YATA,Telugu Rajadhikara Samiti Party,157,0,157,0.08,Singanamala (SC)
2059,152,SAKE SREEDEVI,Jai Maha Bharath Party,110,0,110,0.05,Singanamala (SC)
2060,152,ANAND KUMAR. M,Independent,87,0,87,0.04,Singanamala (SC)
2061,152,KAYALA RAMA MOHAN,Independent,96,1,97,0.05,Singanamala (SC)
2062,152,KODAMALA OBULESU,Independent,142,0,142,0.07,Singanamala (SC)
2063,152,MANNEPAKULA MADHAVA,Independent,230,0,230,0.11,Singanamala (SC)
2064,152,MIDDE NALLAPPA,Independent,229,0,229,0.11,Singanamala (SC)
2065,152,V. SAI PRASAD,Independent,389,0,389,0.19,Singanamala (SC)
2066,152,NOTA,None of the Above,1899,7,1906,0.92,Singanamala (SC)
2067,5,AMBATI KRISHNA RAO,Indian National Congress,4270,83,4353,2.27,Srikakulam
2068,5,GUJJALA SURYANARAYANA,Bahujan Samaj Party,1375,13,1388,0.72,Srikakulam
2069,5,GONDU SHANKAR,Telugu Desam,113455,3636,117091,60.93,Srikakulam
2070,5,DHARMANA PRASADA RAO,Yuvajana Sramika Rythu Congress Party,62862,1708,64570,33.6,Srikakulam
2071,5,KARI LAKSHMANA,Pyramid Party of India,306,2,308,0.16,Srikakulam
2072,5,PANILI PRASAD,Bharatha Chaitanya Yuvajana Party,610,5,615,0.32,Srikakulam
2073,5,RAGOLU NAGASIVA,Jai Bharat National Party,463,7,470,0.24,Srikakulam
2074,5,NOTA,None of the Above,3313,60,3373,1.76,Srikakulam
2075,168,KUNTRAPAKU SURENDRA BABU,Bahujan Samaj Party,1397,6,1403,0.67,Srikalahasti
2076,168,DR. POTHUGUNTA RAJESH NAIDU,Indian National Congress,2971,31,3002,1.43,Srikalahasti
2077,168,BIYYAPU MADHUSUDHAN REDDY,Yuvajana Sramika Rythu Congress Party,77575,686,78261,37.39,Srikalahasti
2078,168,BOJJALA VENKATA SUDHIR REDDY,Telugu Desam,119554,2011,121565,58.08,Srikalahasti
2079,168,KUPPANNAGARI DINAD BABU,Bharatha Chaitanya Yuvajana Party,545,2,547,0.26,Srikalahasti
2080,168,DR.GANUGAPENTA RAMESH,Nationalist Janshakti Party,112,1,113,0.05,Srikalahasti
2081,168,D.GOVINDASWAMY,Samajwadi Party,90,1,91,0.04,Srikalahasti
2082,168,NIRANJAN REDDY ROMMALA,Jai Bharat National Party,144,2,146,0.07,Srikalahasti
2083,168,PAVANI ATTIRALA,Pyramid Party of India,134,1,135,0.06,Srikalahasti
2084,168,PULI PUSHPALATHA,Viduthalai Chiruthaigal Katchi,124,3,127,0.06,Srikalahasti
2085,168,YELLAIAH CHUKKALA,Independent,100,1,101,0.05,Srikalahasti
2086,168,K.CHIRANJEEVI,Independent,261,3,264,0.13,Srikalahasti
2087,168,P.SRINIVASULU REDDY,Independent,334,1,335,0.16,Srikalahasti
2088,168,PERAM NAGARAJU NAIDU,Independent,228,0,228,0.11,Srikalahasti
2089,168,THIGALA BHASKAR,Independent,1018,5,1023,0.49,Srikalahasti
2090,168,NOTA,None of the Above,1949,26,1975,0.94,Srikalahasti
2091,135,ISMAIL.A.S,Indian National Congress,3391,38,3429,2.08,Srisailam
2092,135,PALLE.CHANDRA SEKHAR,Bahujan Samaj Party,555,12,567,0.34,Srisailam
2093,135,BUDDA RAJASEKHARA REDDY,Telugu Desam,80630,1069,81699,49.64,Srisailam
2094,135,SILPA CHAKRAPANI REDDY,Yuvajana Sramika Rythu Congress Party,74689,625,75314,45.76,Srisailam
2095,135,GOONDLA MALLIKARJUNA GOUD (PANDU),National Maha Sabha Party,223,1,224,0.14,Srisailam
2096,135,CHINTA NAGESWARA RAO,Jaathia Chethi Vruthula Ikya Vedika Party,108,1,109,0.07,Srisailam
2097,135,MADHU YENNAKANDLA,Samajwadi Party,61,0,61,0.04,Srisailam
2098,135,K.MADHU GOUD,Naba Bharata Nirmana Seva Party,85,1,86,0.05,Srisailam
2099,135,MEDIGA SUSHMITHA,Jaibhim Rao Bharat Party,68,2,70,0.04,Srisailam
2100,135,N.K.YUNUS,Social Democratic Party Of India,746,4,750,0.46,Srisailam
2101,135,LOKESWARA REDDY YELLAMPALLE,Jai Hindustan Party,61,2,63,0.04,Srisailam
2102,135,VELUGOTI JAYA NARAPU REDDY,Jatiya Jana Sena Party,52,3,55,0.03,Srisailam
2103,135,SYED MAHAMMAD SIKINDHAR BASHA,Jai Bharat National Party,169,2,171,0.1,Srisailam
2104,135,ALLE ESWARA REDDY,Independent,139,1,140,0.09,Srisailam
2105,135,YENDLURI THIMAYYA,Independent,110,1,111,0.07,Srisailam
2106,135,JAYA KUMARA SWAMY,Independent,282,0,282,0.17,Srisailam
2107,135,PATTEKALLA ELIYAS,Independent,163,2,165,0.1,Srisailam
2108,135,PEDDIREDDY GANGADHARAREDDY,Independent,205,2,207,0.13,Srisailam
2109,135,NOTA,None of the Above,1067,10,1077,0.65,Srisailam
2110,19,KADUBANDI SRINIVASA RAO,Yuvajana Sramika Rythu Congress Party,71385,851,72236,37.97,Srungavarapukota
2111,19,KOLLA LALITHA KUMARI,Telugu Desam,109110,1916,111026,58.36,Srungavarapukota
2112,19,GEDELA TIRUPATI,Indian National Congress,1889,29,1918,1.01,Srungavarapukota
2113,19,BONU KRISHNA,Bahujan Samaj Party,677,6,683,0.36,Srungavarapukota
2114,19,VINNAKOTA JAGANNADHA RAO,Samajwadi Party,87,1,88,0.05,Srungavarapukota
2115,19,VENKATA RAO YALLA,Jatiya Jana Sena Party,64,4,68,0.04,Srungavarapukota
2116,19,GOLLA ESWARA RAO,Independent,113,1,114,0.06,Srungavarapukota
2117,19,CHIPPADA SESHAGIRI RAO,Independent,146,8,154,0.08,Srungavarapukota
2118,19,PIDIDHI ESWARAMMA,Independent,92,1,93,0.05,Srungavarapukota
2119,19,BHASKARABHATLA PUSHPALATHA,Independent,147,1,148,0.08,Srungavarapukota
2120,19,LOKABHI RAMAKOTI KOTYADA,Independent,1400,18,1418,0.75,Srungavarapukota
2121,19,VARADI CHIRANJEEVI,Independent,338,1,339,0.18,Srungavarapukota
2122,19,NOTA,None of the Above,1958,11,1969,1.03,Srungavarapukota
2123,121,KILIVETI SANJEEVAIAH,Yuvajana Sramika Rythu Congress Party,81362,571,81933,40.33,Sullurpeta
2124,121,CHANDANAMUDI SIVA,Indian National Congress,4097,27,4124,2.03,Sullurpeta
2125,121,TOPPANI RAMANAIAH,Bahujan Samaj Party,657,9,666,0.33,Sullurpeta
2126,121,NELAVALA VIJAYASREE,Telugu Desam,109724,1324,111048,54.67,Sullurpeta
2127,121,KANDATI RAJANIKANTH,Liberation Congress Party,516,4,520,0.26,Sullurpeta
2128,121,BIGUVU SRINIVASULU,Samajwadi Party,181,0,181,0.09,Sullurpeta
2129,121,NIDIGUNTA ARUNA,Independent,592,2,594,0.29,Sullurpeta
2130,121,BURAKALA LEELA MOHAN,Independent,367,2,369,0.18,Sullurpeta
2131,121,T.S.RAGHAVULU,Independent,280,0,280,0.14,Sullurpeta
2132,121,NOTA,None of the Above,3410,13,3423,1.69,Sullurpeta
2133,62,KOTTU SATYANARAYANA,Yuvajana Sramika Rythu Congress Party,53445,506,53951,30.3,Tadepalligudem
2134,62,MARNEEDI. SEKHAR (BABJI),Indian National Congress,1868,33,1901,1.07,Tadepalligudem
2135,62,P.S.R. KRISHNA,Jai Bharat National Party,913,6,919,0.52,Tadepalligudem
2136,62,BUSANABOIYINA ANJANEYULU.,Jatiya Jana Sena Party,502,4,506,0.28,Tadepalligudem
2137,62,BOLISETTY SRINIVAS,Janasena Party,114955,1488,116443,65.4,Tadepalligudem
2138,62,BOLISETTY SRINUVASA RAO,Navarang Congress Party,749,3,752,0.42,Tadepalligudem
2139,62,MARAPATLA. RAJU,Republican Party of India (A),739,1,740,0.42,Tadepalligudem
2140,62,MEKA VENKATESWARA RAO,Pyramid Party of India,201,2,203,0.11,Tadepalligudem
2141,62,UNGARALA PADMA,Independent,253,1,254,0.14,Tadepalligudem
2142,62,NADAPANA ACHYUTA KUMAR,Independent,157,0,157,0.09,Tadepalligudem
2143,62,B. RAJESH,Independent,263,0,263,0.15,Tadepalligudem
2144,62,LANKA PRASAD,Independent,183,5,188,0.11,Tadepalligudem
2145,62,SIRIVARAPU SIMHACHALAM,Independent,238,0,238,0.13,Tadepalligudem
2146,62,NOTA,None of the Above,1522,12,1534,0.86,Tadepalligudem
2147,86,TENALI SRAVAN KUMAR,Telugu Desam,108346,1239,109585,59.52,Tadikonda (SC)
2148,86,MANCHALA SUSHIL RAJA,Indian National Congress,2492,22,2514,1.37,Tadikonda (SC)
2149,86,SRUNGARAPATI BABURAO,Bahujan Samaj Party,487,5,492,0.27,Tadikonda (SC)
2150,86,SUCHARITHA MEKATHOTI,Yuvajana Sramika Rythu Congress Party,69302,677,69979,38.01,Tadikonda (SC)
2151,86,GURRAM RAMARAO,Navarang Congress Party,182,1,183,0.1,Tadikonda (SC)
2152,86,JADA SRAVAN KUMAR,Jaibhim Rao Bharat Party,71,0,71,0.04,Tadikonda (SC)
2153,86,MUSALAIAH DODDA,Indian Labour Party (Ambedkar Phule),40,0,40,0.02,Tadikonda (SC)
2154,86,MENDEM MARIYADASU,Telugu Rajadhikara Samiti Party,92,0,92,0.05,Tadikonda (SC)
2155,86,RAMESH BABU TENALI,Jatiya Jana Sena Party,65,0,65,0.04,Tadikonda (SC)
2156,86,RAVELA YESAYA,Independent,84,0,84,0.05,Tadikonda (SC)
2157,86,NOTA,None of the Above,988,7,995,0.54,Tadikonda (SC)
2158,151,ASHMIT REDDY J.C,Telugu Desam,112313,1442,113755,54.77,Tadpatri
2159,151,KETHIREDDY PEDDAREDDY,Yuvajana Sramika Rythu Congress Party,85245,779,86024,41.42,Tadpatri
2160,151,GUJJALA NAGIREDDY,Indian National Congress,2607,21,2628,1.27,Tadpatri
2161,151,GANDIKOTA NAGA SUBBARAYUDU,Bahujan Samaj Party,415,5,420,0.2,Tadpatri
2162,151,B.DHAKA RAJU,Bharatha Chaitanya Yuvajana Party,153,0,153,0.07,Tadpatri
2163,151,DR. NALLANI.RAMESH NAIDU,Andhra Rastra Praja Samithi,778,6,784,0.38,Tadpatri
2164,151,PALURU NEELAKANTA ACHARI,Jai Bharat National Party,129,1,130,0.06,Tadpatri
2165,151,A D MAHABOOB BASHA,Samajwadi Party,75,0,75,0.04,Tadpatri
2166,151,NEELURI RUSHINGAPPA,Jaathia Chethi Vruthula Ikya Vedika Party,104,1,105,0.05,Tadpatri
2167,151,Y. VEERA NAGARAJU,Jaibhim Rao Bharat Party,130,2,132,0.06,Tadpatri
2168,151,SIDDAVATAM SAI RAM REDDY,Rashtriya Samaj Dal (R),98,0,98,0.05,Tadpatri
2169,151,AKULA NAGARAJU,Independent,115,0,115,0.06,Tadpatri
2170,151,S.KAMBAGIRI RAMUDU,Independent,138,0,138,0.07,Tadpatri
2171,151,CHANDRA OBUL REDDY R,Independent,107,0,107,0.05,Tadpatri
2172,151,PEDDI REDDY L,Independent,243,1,244,0.12,Tadpatri
2173,151,C. RAMA BAYAPA REDDY,Independent,636,0,636,0.31,Tadpatri
2174,151,RAMINENI RAMAMOHAN,Independent,752,0,752,0.36,Tadpatri
2175,151,SOMASEKHAR NAIDU PARIMI,Independent,383,0,383,0.18,Tadpatri
2176,151,NOTA,None of the Above,983,17,1000,0.48,Tadpatri
2177,61,AKUMARTHI DHANUMJAYA,Bahujan Samaj Party,1407,20,1427,0.73,Tanuku
2178,61,ARIMILLI RADHA KRISHNA,Telugu Desam,127954,1593,129547,66.51,Tanuku
2179,61,KADALI RAMA RAO,Indian National Congress,2402,20,2422,1.24,Tanuku
2180,61,KARUMURI VENKATA NAGESWARA RAO,Yuvajana Sramika Rythu Congress Party,56895,531,57426,29.48,Tanuku
2181,61,SAAKA SURESH,Jaibhim Rao Bharat Party,378,0,378,0.19,Tanuku
2182,61,KARUTURI SUBBARAO,Independent,889,12,901,0.46,Tanuku
2183,61,KUMARI PUPPALA,Independent,90,0,90,0.05,Tanuku
2184,61,KODURI MEHAR CHAITANYA,Independent,161,1,162,0.08,Tanuku
2185,61,CHITTURI SATYANARAYANA,Independent,59,1,60,0.03,Tanuku
2186,61,MAMIDISETTI MOHAN AAJI,Independent,93,2,95,0.05,Tanuku
2187,61,MURALI KRISHNA SAJJA,Independent,172,1,173,0.09,Tanuku
2188,61,RAPETI RAMANA BABU,Independent,149,0,149,0.08,Tanuku
2189,61,RAMACHANDRA RAO KUSAMPUDI,Independent,216,0,216,0.11,Tanuku
2190,61,NOTA,None of the Above,1699,23,1722,0.88,Tanuku
2191,3,ATCHANNAIDU KINJARAPU,Telugu Desam,105182,2741,107923,55.71,Tekkali
2192,3,KILLI KRUPA RANI,Indian National Congress,2577,107,2684,1.39,Tekkali
2193,3,CHINTADA SRINIVASA RAO,Bahujan Samaj Party,781,13,794,0.41,Tekkali
2194,3,DUVVADA SRINIVAS,Yuvajana Sramika Rythu Congress Party,72282,1206,73488,37.94,Tekkali
2195,3,BYPALLI PARAMESWARARAO,Jai Bharat National Party,377,9,386,0.2,Tekkali
2196,3,ATTADA RAJESH,Independent,603,11,614,0.32,Tekkali
2197,3,GEDDAVALASA RAMU,Independent,475,7,482,0.25,Tekkali
2198,3,NOTA,None of the Above,3660,3682,7342,3.79,Tekkali
2199,91,ANNABATHUNI SIVAKUMAR,Yuvajana Sramika Rythu Congress Party,74682,1167,75849,36.82,Tenali
2200,91,KARUMANCHI SUNIL SUNDEEP,Bahujan Samaj Party,2168,20,2188,1.06,Tenali
2201,91,AMANULLA KHAN PATHAN,Indian Union Muslim League,343,1,344,0.17,Tenali
2202,91,KONDURI NAGARAJU,Telugu Janata Party,130,5,135,0.07,Tenali
2203,91,CHUKKAPALLI PRASAD,Telugu Vijayam Party,239,0,239,0.12,Tenali
2204,91,JINKA MALLIKARJUNA RAO,Pyramid Party of India,471,1,472,0.23,Tenali
2205,91,NADENDLA MANOHAR,Janasena Party,121927,2034,123961,60.18,Tenali
2206,91,SHAVALA GOPAL,Communist Party of India (Marxist-Leninist) (Liberation),307,0,307,0.15,Tenali
2207,91,SHAIK BASHA,Jai Bharat National Party,160,2,162,0.08,Tenali
2208,91,GADE RAMAKRISHNA,Independent,123,1,124,0.06,Tenali
2209,91,TUMAPALA NARENDRA,Independent,459,3,462,0.22,Tenali
2210,91,YANDRAPATI ASHOK KUMAR,Independent,136,3,139,0.07,Tenali
2211,91,LAKSHMANAMURTHY KOTA,Independent,202,0,202,0.1,Tenali
2212,91,NOTA,None of the Above,1382,30,1412,0.69,Tenali
2213,162,K. SUJATHA,Bahujan Samaj Party,737,1,738,0.39,Thamballapalle
2214,162,M.N. CHANDRA SHEKAR REDDY,Indian National Congress,3418,26,3444,1.83,Thamballapalle
2215,162,D. JAYACHANDRA REDDY,Telugu Desam,82947,1086,84033,44.73,Thamballapalle
2216,162,P. DWARAKANATHA REDDY,Yuvajana Sramika Rythu Congress Party,93416,720,94136,50.11,Thamballapalle
2217,162,ANJALI PEETLARAJANALA,Jai Bharat National Party,630,7,637,0.34,Thamballapalle
2218,162,D. JAYA CHANDRA REDDY,Jatiya Jana Sena Party,300,2,302,0.16,Thamballapalle
2219,162,GUNDALA KRISHNAPPA,Independent,343,0,343,0.18,Thamballapalle
2220,162,Y.DWARAKANATHA REDDY,Independent,304,1,305,0.16,Thamballapalle
2221,162,N. NARASIMHULU,Independent,266,0,266,0.14,Thamballapalle
2222,162,P.V. VENKATAREDDY,Independent,475,0,475,0.25,Thamballapalle
2223,162,M. SURESH,Independent,801,2,803,0.43,Thamballapalle
2224,162,NOTA,None of the Above,2373,11,2384,1.27,Thamballapalle
2225,167,BHUMANA ABHINAY,Yuvajana Sramika Rythu Congress Party,60950,1201,62151,32.08,Tirupati
2226,167,PENCHALA PRASAD VASILI,Independent,258,0,258,0.13,Tirupati
2227,167,R KRISHNA CHAITANYA,Independent,43,1,44,0.02,Tirupati
2228,167,BANDLA CHANDRASEKHAR,Independent,97,0,97,0.05,Tirupati
2229,167,NAVEN BRUNGI,Independent,30,0,30,0.02,Tirupati
2230,167,PAPIREDDYGARI SOMASEKHAR REDDY,Independent,199,0,199,0.1,Tirupati
2231,167,SODISETTY NARESH,Independent,26,0,26,0.01,Tirupati
2232,167,LAKSHMI L. N.,Socialist Unity Centre Of India (COMMUNIST),107,0,107,0.06,Tirupati
2233,167,KANTHA RAO K,Independent,54,1,55,0.03,Tirupati
2234,167,MURALI P,Communist Party of India,597,11,608,0.31,Tirupati
2235,167,M. NEELAKANTA,Jai Hindustan Party,45,2,47,0.02,Tirupati
2236,167,K BHARGAV,Independent,216,0,216,0.11,Tirupati
2237,167,NELLEPALLI BENARJI,Independent,251,0,251,0.13,Tirupati
2238,167,P. SAI PRASANNA KUMAR,Independent,27,0,27,0.01,Tirupati
2239,167,J VENUGOPAL RAJU,Bahujan Samaj Party,634,27,661,0.34,Tirupati
2240,167,AKKIPALLI MUNI KRISHNAIAH,Independent,361,6,367,0.19,Tirupati
2241,167,SHAIK MOHAMMED GOUSE,Independent,33,0,33,0.02,Tirupati
2242,167,R. JYOTHI,Independent,37,0,37,0.02,Tirupati
2243,167,RANGOON SANKAR,Independent,37,0,37,0.02,Tirupati
2244,167,ARANII SRENEVASULU,Janasena Party,121205,2902,124107,64.06,Tirupati
2245,167,UTUKURU SUBRAMANYAM,Independent,210,0,210,0.11,Tirupati
2246,167,AKKIPALLI KRISHNAVENI YADAV,Bharatha Chaitanya Yuvajana Party,180,5,185,0.1,Tirupati
2247,167,G REKHA,Independent,45,0,45,0.02,Tirupati
2248,167,T TIRUMALA,Independent,31,1,32,0.02,Tirupati
2249,167,C.N. SARAVANA,Independent,99,0,99,0.05,Tirupati
2250,167,P BABU RAJENDRA PRASAD,Akhil Bharatiya Jan Sangh,50,2,52,0.03,Tirupati
2251,167,RAVILLA MANJULA,Pyramid Party of India,105,0,105,0.05,Tirupati
2252,167,SRINIVAS KUMAR GORLA,Samajwadi Party,40,0,40,0.02,Tirupati
2253,167,T. JAYA KUMAR,Andhra Rastra Praja Samithi,76,0,76,0.04,Tirupati
2254,167,VASAGIRI VENUGOPAL,Nava Socialism Party,70,3,73,0.04,Tirupati
2255,167,AKKIPALLI ESWARAIAH,Independent,512,1,513,0.26,Tirupati
2256,167,A. SATHYAVATHI,Independent,24,0,24,0.01,Tirupati
2257,167,GOPI PRASAD .G,Independent,50,0,50,0.03,Tirupati
2258,167,V. R. SURESH BABU,National Maha Sabha Party,148,0,148,0.08,Tirupati
2259,167,M VIJAYA BABU,Reforms Party of India,49,0,49,0.03,Tirupati
2260,167,G MURALI KRISHNA NAIDU,Jai Bharat National Party,58,2,60,0.03,Tirupati
2261,167,SRINIVASULU ALURI,Jatiya Jana Sena Party,930,8,938,0.48,Tirupati
2262,167,C MADHAVAN,Independent,123,0,123,0.06,Tirupati
2263,167,S.VASUDEVA REDDY,Independent,21,2,23,0.01,Tirupati
2264,167,A. SHIVA KUMAR,Independent,24,0,24,0.01,Tirupati
2265,167,KAYAM VENKATARATHNAM,Independent,42,0,42,0.02,Tirupati
2266,167,SYED GHOUSE,Independent,23,0,23,0.01,Tirupati
